Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR32115251,2025-01-24 17:36:57,2025-01-24 17:26:12,65083,19491049,65083,299,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32115/SRR32115251/SRR32115251.lite.1,SRX27461726,DNA-250122FOR-258,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887558,SAMN46403902,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-2080,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,5320E06A76EDA33593412CA9C22236F5,54CD3F24628BDD7ABD22A9CB9E2F2D49
SRR32114901,2025-01-24 17:31:29,2025-01-24 17:19:43,53679,16083692,53679,299,7,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32114/SRR32114901/SRR32114901.lite.1,SRX27461527,DNA-250122FOR-5,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887361,SAMN46403649,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-2082,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,8F9B67EDB2BD9CD469D99C1FF2A3FAE0,5D6A6F2DA3C1EBE6F37A9E178F95EB74
SRR32115236,2025-01-24 17:36:57,2025-01-24 17:26:02,61926,18573934,61926,299,9,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32115/SRR32115236/SRR32115236.lite.1,SRX27461741,DNA-250122FOR-271,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887574,SAMN46403915,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-2084,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,C111BC55F42AE753A5F26BCCF6EDBE5D,ACC9C24EF4F3A139EFD988EEF94E4943
SRR32115014,2025-01-24 17:31:24,2025-01-24 17:20:15,231067,61184727,231067,264,35,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32115/SRR32115014/SRR32115014.lite.1,SRX27461414,DNA-250122FOR-183,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887247,SAMN46403827,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-2085,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,807198646A1B5BE6CFA5C03C2F3102B2,BE89348D7C74DE659D4CBC811DE98B70
SRR32115034,2025-01-24 17:31:20,2025-01-24 17:20:27,86043,23319347,86043,271,13,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32115/SRR32115034/SRR32115034.lite.1,SRX27461394,DNA-250122FOR-165,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887226,SAMN46403809,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-2086,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,7ECBC7592A38A89EA41A749D5AA08843,5EF5FB506A102C5EE5251612DA15CCED
SRR32115087,2025-01-24 17:37:03,2025-01-24 17:25:47,89869,26780323,89869,297,15,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32115/SRR32115087/SRR32115087.lite.1,SRX27461890,DNA-250122FOR-85,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887722,SAMN46403729,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-2087,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,E514512E0A0CD32A25C18D0CF2671666,F54566D4389D8190F3BE38691B2F44EC
SRR32115097,2025-01-24 17:37:02,2025-01-24 17:26:17,295627,87241753,295627,295,49,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32115/SRR32115097/SRR32115097.lite.1,SRX27461880,DNA-250122FOR-76,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887713,SAMN46403720,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-2088,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,1CF2F7109AC225472709E6A974103A53,AF1C8090B8430D28DB3639008C0FA885
SRR32115250,2025-01-24 17:36:57,2025-01-24 17:26:11,64660,19386324,64660,299,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32115/SRR32115250/SRR32115250.lite.1,SRX27461727,DNA-250122FOR-259,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887560,SAMN46403903,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-2089,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,88C5C953354D8A114EA7720E15467829,6406E93BC122DCEE1BD79D81C89EDDEB
SRR32114785,2025-01-24 17:23:14,2025-01-24 17:08:49,41193,12250778,41193,297,6,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32114/SRR32114785/SRR32114785.lite.1,SRX27461643,DNA-250122FOR-6,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887475,SAMN46403650,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-2090,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,BB88A611CD32163F10CCC460FE714EA5,AE85B3CFEA03981D09BD26043B96D1F5
SRR32115259,2025-01-24 17:36:56,2025-01-24 17:26:13,79124,23146315,79124,292,12,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32115/SRR32115259/SRR32115259.lite.1,SRX27461718,DNA-250122FOR-26,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887551,SAMN46403670,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-2091,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,FBD197C13B8DB91BCA0C45F4B1122DFC,D30FC9D4E45925FA9044E74EA375AA20
SRR32115058,2025-01-24 17:36:54,2025-01-24 17:25:42,123216,36491655,123216,296,20,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32115/SRR32115058/SRR32115058.lite.1,SRX27461370,DNA-250122FOR-114,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887203,SAMN46403758,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-2092,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,7BE2375EAC10A277070E1BF85CC90428,C3DBD30907874A806CD17EBC2E5E563A
SRR32115057,2025-01-24 17:36:54,2025-01-24 17:25:49,141835,41936497,141835,295,24,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32115/SRR32115057/SRR32115057.lite.1,SRX27461371,DNA-250122FOR-115,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887204,SAMN46403759,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-2093,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,7E32685B3D98ABB88CAEA135A69F58F6,7D09CFF5CEB2BF6E08CE1BEDC09C621A
SRR32115248,2025-01-24 17:37:03,2025-01-24 17:26:11,119042,35419378,119042,297,21,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32115/SRR32115248/SRR32115248.lite.1,SRX27461729,DNA-250122FOR-27,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887562,SAMN46403671,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-2094,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,426B7887DAADB440F4A99922FD38F598,D3F2EC9EF80611A82493088D4EDE2972
SRR32115056,2025-01-24 17:36:54,2025-01-24 17:25:43,148862,44219452,148862,297,26,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32115/SRR32115056/SRR32115056.lite.1,SRX27461372,DNA-250122FOR-116,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887205,SAMN46403760,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-2095,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,D45B46B14B4645AA137A24AC43F25710,CB0FA0A49D89C1D7BFFADF916FFD8365
SRR32115055,2025-01-24 17:37:06,2025-01-24 17:25:40,171626,51560560,171626,300,31,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32115/SRR32115055/SRR32115055.lite.1,SRX27461373,DNA-250122FOR-117,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887206,SAMN46403761,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-2096,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,9CC694DC56F73B842435532BB723E5D1,A24CB06E6765A79510CF74FD9213CA56
SRR32115220,2025-01-24 17:36:58,2025-01-24 17:26:06,114240,27424559,114240,240,16,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32115/SRR32115220/SRR32115220.lite.1,SRX27461757,DNA-250122FOR-314,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887590,SAMN46403958,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-2098,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,E0275AD4E69B22062E3C98BBEA785E60,5404C3DF4BA8B08B5FC52DF487902317
SRR32114757,2025-01-24 17:23:16,2025-01-24 17:09:19,79816,24021367,79816,300,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32114/SRR32114757/SRR32114757.lite.1,SRX27461671,DNA-250122FOR-16,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887504,SAMN46403660,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-2099,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,35C6CFD09BA3857AACD5497C94F0072A,BA40F98239CF38BCF9515228F86420D1
SRR32115235,2025-01-24 17:36:57,2025-01-24 17:26:03,75455,22599465,75455,299,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32115/SRR32115235/SRR32115235.lite.1,SRX27461742,DNA-250122FOR-31,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887575,SAMN46403675,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-2100,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,01C278839238761D8362E1CEC3D2D647,EEE6B7FC79480C67661838D2B26814AF
SRR32114830,2025-01-24 17:23:12,2025-01-24 17:08:54,95812,28481565,95812,297,19,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32114/SRR32114830/SRR32114830.lite.1,SRX27461598,DNA-250122FOR-44,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887431,SAMN46403688,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-2101,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,1FA9D14E22E5CAEB1FE88F0A61070D54,73F8A62F99943BA9C4DA75E590C80F1F
SRR32114898,2025-01-24 17:23:09,2025-01-24 17:09:03,65065,19355535,65065,297,9,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32114/SRR32114898/SRR32114898.lite.1,SRX27461530,DNA-250122FOR-402,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887364,SAMN46404046,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-2105,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,A0FAF5E0AB073B3CAC7415527EDFECEC,C8EE2C11FC2732E25CF5BCAE3B363CF1
SRR32114743,2025-01-24 17:23:17,2025-01-24 17:09:00,73818,21081714,73818,285,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32114/SRR32114743/SRR32114743.lite.1,SRX27461685,DNA-250122FOR-23,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887518,SAMN46403667,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-2107,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,F4DC9408E95F75BD3F825951BD4F59C8,F547FA84E661AF525A146ACD2F946E8D
SRR32115180,2025-01-24 17:37:04,2025-01-24 17:25:59,97613,26475034,97613,271,14,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32115/SRR32115180/SRR32115180.lite.1,SRX27461797,DNA-250122FOR-380,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887630,SAMN46404024,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-2108,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,8D23378821574624A4CA1D3B5018D1F6,B6B3265CDC0E861CBEA522F29804CFDF
SRR32115281,2025-01-24 17:37:08,2025-01-24 17:26:31,90685,26998878,90685,297,15,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32115/SRR32115281/SRR32115281.lite.1,SRX27461696,DNA-250122FOR-24,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887529,SAMN46403668,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-2109,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,C29CE733EE1846BA5B663A13FD5D2520,242BF00368088C861FCCCB72F239E4DF
SRR32115177,2025-01-24 17:37:04,2025-01-24 17:26:04,81780,23997302,81780,293,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32115/SRR32115177/SRR32115177.lite.1,SRX27461800,DNA-250122FOR-382,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887633,SAMN46404026,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-2111,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,095234A6958F74CC3125405D03C84C94,1078A7622EFE8706892D64AC5298465E
SRR32115176,2025-01-24 17:37:00,2025-01-24 17:25:58,92297,27286751,92297,295,14,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32115/SRR32115176/SRR32115176.lite.1,SRX27461801,DNA-250122FOR-383,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887634,SAMN46404027,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-2112,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,2E101280B1FBA4F71CE859942DF0FBA1,714D9C1D3070A2E0CA6EE929C2E414C2
SRR32115215,2025-01-24 17:37:04,2025-01-24 17:25:57,86129,20374040,86129,236,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32115/SRR32115215/SRR32115215.lite.1,SRX27461762,DNA-250122FOR-319,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887595,SAMN46403963,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-2113,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,2D5165C628BDCD4BC1C64C39FE48015B,A708B0048FDEE451664A807CD2784F2B
SRR32115212,2025-01-24 17:36:58,2025-01-24 17:25:54,96513,22001279,96513,227,13,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32115/SRR32115212/SRR32115212.lite.1,SRX27461765,DNA-250122FOR-321,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887598,SAMN46403965,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-2114,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,039790A987C3BDFC9C9A5B8ACAF1F064,9C9855B6F220E33E32F666F6710EBF15
SRR32115211,2025-01-24 17:36:58,2025-01-24 17:25:56,87139,24015193,87139,275,14,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32115/SRR32115211/SRR32115211.lite.1,SRX27461766,DNA-250122FOR-322,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887599,SAMN46403966,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-2115,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,4641C57967916EA17902289A8902629F,F99C7ADC5606F4E99E49FE6D2E0DD235
SRR32115219,2025-01-24 17:36:58,2025-01-24 17:25:58,70469,18632101,70469,264,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32115/SRR32115219/SRR32115219.lite.1,SRX27461758,DNA-250122FOR-315,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887591,SAMN46403959,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-2116,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,42B850A6A697F707634485AB6476EBA7,FABDC89144D531A01200F20E6C100A1C
SRR32115183,2025-01-24 17:37:00,2025-01-24 17:26:02,70813,20521470,70813,289,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32115/SRR32115183/SRR32115183.lite.1,SRX27461794,DNA-250122FOR-377,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887627,SAMN46404021,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-2117,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,772D68E52A9D170F64AB7987DEB45204,77DD4C05EF5A93A154DE0369338564AC
SRR32115224,2025-01-24 17:37:06,2025-01-24 17:25:57,62096,18653519,62096,300,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32115/SRR32115224/SRR32115224.lite.1,SRX27461753,DNA-250122FOR-32,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887586,SAMN46403676,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-2119,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,9930387D1BFD076C52E0E5E21E144017,317529B2B591F76493CD8470A78467B7
SRR32114935,2025-01-24 17:31:27,2025-01-24 17:20:01,94218,28135037,94218,298,18,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32114/SRR32114935/SRR32114935.lite.1,SRX27461493,DNA-250122FOR-35,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887327,SAMN46403679,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-2120,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,AD506B942C3D4DCBF28BB153EB8505FB,8ACD5B8843862870F10E014AF9637A0C
SRR32114819,2025-01-24 17:23:13,2025-01-24 17:08:56,98056,29446785,98056,300,20,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32114/SRR32114819/SRR32114819.lite.1,SRX27461609,DNA-250122FOR-45,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887442,SAMN46403689,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-2121,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,5164BF1690F8C645A2945D1EE4A2233A,1F6D9ED496219B92151EF9C9F7712303
SRR32114896,2025-01-24 17:23:09,2025-01-24 17:09:38,102331,29316010,102331,286,17,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32114/SRR32114896/SRR32114896.lite.1,SRX27461532,DNA-250122FOR-404,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887365,SAMN46404048,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-2123,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,1C614F632E90667542E453C3610FF625,1E5748E380EE0B177331FCCCF3476FE1
SRR32115213,2025-01-24 17:36:58,2025-01-24 17:25:55,72471,21622189,72471,298,12,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32115/SRR32115213/SRR32115213.lite.1,SRX27461764,DNA-250122FOR-33,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887597,SAMN46403677,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-2124,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,D3616E6980BC2D83DB5FE52315568D11,7D6A984F42914FE90EE97A6877EC6ECF
SRR32115182,2025-01-24 17:37:04,2025-01-24 17:26:06,77979,22827358,77979,292,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32115/SRR32115182/SRR32115182.lite.1,SRX27461795,DNA-250122FOR-378,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887628,SAMN46404022,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-2127,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,737311A0D537A2951CEEB6C717A5ED5C,385837A065652343C961C072F0465B0D
SRR32115218,2025-01-24 17:36:58,2025-01-24 17:25:56,72325,18102964,72325,250,9,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32115/SRR32115218/SRR32115218.lite.1,SRX27461759,DNA-250122FOR-316,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887592,SAMN46403960,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-2128,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,A34F390FDFAAB295176234CAEAE415E1,77DE8F97D069D4CAFD6927A9FC870E35
SRR32115204,2025-01-24 17:37:08,2025-01-24 17:26:03,75746,18492328,75746,244,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32115/SRR32115204/SRR32115204.lite.1,SRX27461773,DNA-250122FOR-329,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887605,SAMN46403973,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-2129,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,9DD1724ADAB088D10570C429C57EF6B5,763DD6771D4B9AF694E7F67E6CC7373B
SRR32114924,2025-01-24 17:31:27,2025-01-24 17:19:45,102879,30794304,102879,299,21,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32114/SRR32114924/SRR32114924.lite.1,SRX27461504,DNA-250122FOR-36,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887337,SAMN46403680,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-2130,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,42F7145E5650A288AB3670A24F2445E5,9C8DF431CF789101F09C2E71884C3DE5
